Order Date,Region,Manager,Category,Channel,Units,Revenue,Gross Profit,Margin,Avg Unit Price
01.09.2024,West,R. Silva,Laptops,Retail,7,7462,2345.75,0.3144,1066
07.03.2024,North,A. Petrov,Storage,Partner,20,8948.8,3039.86,0.3397,447.44
19.03.2025,Central,M. Ivanova,Laptops,Online,22,18833.32,2366.43,0.1257,856.06
31.03.2024,North,S. Kim,Storage,Retail,18,2796.66,537.61,0.1922,155.37
26.01.2025,West,D. Orlov,Networking,Retail,51,50847.51,5703.48,0.1122,997.01
20.02.2025,South,R. Silva,Storage,Retail,17,6581.21,801.92,0.1218,387.13
10.04.2024,North,L. Chen,Networking,Retail,20,19036.8,4107.12,0.2157,951.84
21.06.2024,East,A. Petrov,Storage,Online,32,24292.16,8661.77,0.3566,759.13
11.01.2024,East,M. Ivanova,Laptops,Partner,50,61777.5,24098.81,0.3901,1235.55
29.01.2024,South,A. Petrov,Monitors,Partner,36,38916,12647.66,0.325,1081
14.12.2024,Central,L. Chen,Peripherals,Retail,32,48526.72,8340.71,0.1719,1516.46
25.11.2024,East,M. Ivanova,Networking,Partner,60,7691.4,3033.82,0.3944,128.19
29.11.2024,East,S. Kim,Monitors,Partner,11,13801.7,1957.39,0.1418,1254.7
08.04.2025,North,M. Ivanova,Monitors,Retail,31,35055.42,12461.05,0.3555,1130.82
08.11.2024,South,M. Ivanova,Laptops,Partner,58,7539.42,2185.14,0.2898,129.99
17.10.2024,Central,S. Kim,Monitors,Retail,38,21580.2,4620.43,0.2141,567.9
21.07.2025,South,R. Silva,Monitors,Retail,11,1895.96,642.66,0.339,172.36
25.05.2025,West,D. Orlov,Laptops,Online,30,18339.9,2217.24,0.1209,611.33
30.01.2025,Central,S. Kim,Networking,Retail,50,31144,8413.55,0.2702,622.88
07.04.2025,West,S. Kim,Networking,Online,17,20494.86,7060.3,0.3445,1205.58
26.08.2025,Central,M. Ivanova,Monitors,Online,39,48559.29,5993.57,0.1234,1245.11
13.08.2025,South,D. Orlov,Monitors,Online,59,56608.14,12522.37,0.2212,959.46
18.05.2025,North,S. Kim,Peripherals,Retail,14,5014.52,1421.4,0.2835,358.18
19.07.2024,South,R. Silva,Monitors,Online,30,11833.5,1051.18,0.0888,394.45
08.02.2024,North,S. Kim,Storage,Retail,51,49097.19,8867.96,0.1806,962.69
04.07.2025,Central,R. Silva,Storage,Partner,41,40868.8,13122.77,0.3211,996.8
17.03.2024,West,L. Chen,Monitors,Partner,36,13924.08,2780.44,0.1997,386.78
19.10.2024,West,L. Chen,Monitors,Partner,46,81473.36,14230.65,0.1747,1771.16
30.12.2024,North,R. Silva,Storage,Partner,20,17835,3286.29,0.1843,891.75
12.03.2025,South,R. Silva,Peripherals,Retail,41,73437.56,29232.24,0.3981,1791.16
23.09.2025,North,S. Kim,Laptops,Partner,21,30676.8,12169.51,0.3967,1460.8
25.05.2025,South,M. Ivanova,Laptops,Online,50,12689,1772.36,0.1397,253.78
27.12.2024,North,S. Kim,Networking,Partner,53,32249.97,7498.16,0.2325,608.49
29.06.2024,South,R. Silva,Laptops,Partner,4,6219.76,1303.52,0.2096,1554.94
06.02.2025,South,L. Chen,Laptops,Partner,23,8586.13,3173.59,0.3696,373.31
24.05.2024,East,M. Ivanova,Monitors,Retail,42,15832.32,6862.84,0.4335,376.96
17.03.2025,East,A. Petrov,Storage,Partner,19,15226.6,4494.35,0.2952,801.4
20.04.2025,East,R. Silva,Storage,Retail,6,8900.22,2380.02,0.2674,1483.37
27.01.2025,South,L. Chen,Monitors,Retail,49,21562.45,6356.26,0.2948,440.05
14.02.2024,West,A. Petrov,Storage,Online,21,18084.78,4705.73,0.2602,861.18
26.08.2025,Central,M. Ivanova,Peripherals,Partner,56,96445.44,14329.14,0.1486,1722.24
07.08.2024,Central,D. Orlov,Laptops,Retail,55,7097.2,2552.3,0.3596,129.04
20.07.2024,South,M. Ivanova,Monitors,Online,42,70858.2,20315.53,0.2867,1687.1
07.12.2024,South,M. Ivanova,Laptops,Online,58,11067.56,1021.91,0.0923,190.82
13.04.2025,Central,A. Petrov,Peripherals,Partner,55,45243,14362.9,0.3175,822.6
09.09.2024,South,A. Petrov,Monitors,Retail,8,4396.8,1355.88,0.3084,549.6
22.11.2024,North,S. Kim,Peripherals,Partner,4,6160.04,2446.15,0.3971,1540.01
20.09.2024,West,R. Silva,Monitors,Retail,57,18888.09,6520.73,0.3452,331.37
26.12.2024,East,S. Kim,Peripherals,Partner,13,9933.43,3895.56,0.3922,764.11
29.04.2024,North,A. Petrov,Networking,Partner,40,13060.4,1996.41,0.1529,326.51
28.06.2024,West,R. Silva,Storage,Partner,47,30706.51,10845.35,0.3532,653.33
16.04.2025,West,S. Kim,Monitors,Partner,38,28018.16,8588.45,0.3065,737.32
27.01.2025,West,L. Chen,Monitors,Partner,26,40491.62,12346.78,0.3049,1557.37
12.02.2024,West,A. Petrov,Monitors,Retail,44,49035.36,8008.83,0.1633,1114.44
30.04.2025,South,S. Kim,Storage,Partner,9,1585.8,386.85,0.2439,176.2
03.08.2024,Central,R. Silva,Peripherals,Retail,34,54812.76,18706.19,0.3413,1612.14
28.01.2025,Central,R. Silva,Storage,Partner,11,8269.69,1010.46,0.1222,751.79
19.02.2025,West,A. Petrov,Networking,Retail,4,4445.88,1761.2,0.3961,1111.47
12.08.2024,East,R. Silva,Networking,Partner,52,6202.04,2681.86,0.4324,119.27
15.07.2024,South,L. Chen,Networking,Retail,3,1494.99,300.98,0.2013,498.33
17.11.2024,East,D. Orlov,Networking,Partner,53,91475.88,27146.73,0.2968,1725.96
27.08.2024,South,R. Silva,Storage,Online,53,30347.8,2466.21,0.0813,572.6
06.05.2025,East,D. Orlov,Monitors,Partner,30,36051.6,15665.33,0.4345,1201.72
08.01.2025,Central,D. Orlov,Peripherals,Online,60,73319.4,19220.35,0.2621,1221.99
26.11.2024,Central,L. Chen,Monitors,Partner,31,20100.09,3760.21,0.1871,648.39
22.06.2024,North,R. Silva,Laptops,Online,32,38144.32,11871.77,0.3112,1192.01
11.04.2025,South,A. Petrov,Networking,Partner,57,60336.21,9988.7,0.1656,1058.53
07.10.2024,Central,R. Silva,Laptops,Partner,43,34949.54,7762.91,0.2221,812.78
28.09.2025,South,S. Kim,Storage,Online,49,13175.12,4502.6,0.3417,268.88
05.08.2025,North,S. Kim,Monitors,Online,54,53755.38,22180.53,0.4126,995.47
27.07.2025,North,D. Orlov,Peripherals,Retail,18,17354.52,6422.95,0.3701,964.14
08.09.2024,South,S. Kim,Networking,Online,28,11794.44,2120.53,0.1798,421.23
18.03.2024,East,M. Ivanova,Storage,Online,38,52076.72,22371.96,0.4296,1370.44
29.11.2024,East,D. Orlov,Networking,Retail,11,7378.03,638.35,0.0865,670.73
06.04.2025,South,D. Orlov,Laptops,Partner,43,14042.08,4406.96,0.3138,326.56
21.03.2025,Central,R. Silva,Storage,Online,35,6572.3,1044.69,0.159,187.78
15.06.2025,North,L. Chen,Monitors,Retail,41,73222.31,29204.95,0.3989,1785.91
01.07.2025,West,A. Petrov,Monitors,Online,46,61525.46,15497.56,0.2519,1337.51
25.10.2024,North,S. Kim,Peripherals,Retail,55,70002.9,28230.53,0.4033,1272.78
07.05.2025,West,R. Silva,Peripherals,Retail,4,6236.4,2738.72,0.4392,1559.1
26.07.2024,West,A. Petrov,Storage,Online,25,19303.75,7704.68,0.3991,772.15
22.05.2024,North,D. Orlov,Monitors,Online,33,58536.72,12477.64,0.2132,1773.84
23.08.2025,South,L. Chen,Peripherals,Online,52,80692.04,21077.89,0.2612,1551.77
17.02.2024,East,D. Orlov,Monitors,Retail,7,2832.9,533.12,0.1882,404.7
15.10.2024,South,R. Silva,Laptops,Retail,17,26779.08,8322.46,0.3108,1575.24
20.11.2024,South,R. Silva,Peripherals,Partner,47,36102.11,15816.4,0.4381,768.13
04.08.2025,North,L. Chen,Storage,Retail,15,15886.05,4920.92,0.3098,1059.07
22.12.2024,South,D. Orlov,Storage,Partner,26,20150.52,4209.04,0.2089,775.02
08.02.2025,East,A. Petrov,Laptops,Retail,36,36037.8,8899.21,0.2469,1001.05
29.09.2025,East,R. Silva,Peripherals,Partner,34,25926.02,4427.49,0.1708,762.53
01.02.2024,North,L. Chen,Monitors,Retail,57,75771.24,25903.36,0.3419,1329.32
22.01.2025,Central,R. Silva,Monitors,Partner,1,355.6,41.32,0.1162,355.6
22.05.2024,West,S. Kim,Networking,Retail,59,80679.55,21589.12,0.2676,1367.45
22.07.2024,North,D. Orlov,Networking,Partner,8,5189.44,1240.69,0.2391,648.68
24.03.2025,North,R. Silva,Storage,Retail,17,29221.81,5023.02,0.1719,1718.93
12.08.2025,North,S. Kim,Laptops,Retail,11,558.58,123.01,0.2202,50.78
31.01.2025,Central,S. Kim,Networking,Online,3,3951.54,1186.73,0.3003,1317.18
13.12.2024,West,D. Orlov,Networking,Online,20,2791.8,1079.84,0.3868,139.59
28.09.2024,South,L. Chen,Storage,Online,52,46454.2,18201.59,0.3918,893.35
24.08.2025,Central,L. Chen,Peripherals,Online,42,58419.48,22973.93,0.3933,1390.94
08.04.2025,North,L. Chen,Monitors,Partner,49,50182.37,21425.31,0.4269,1024.13
16.03.2025,West,L. Chen,Storage,Retail,18,9078.12,1159.73,0.1278,504.34
12.03.2025,North,R. Silva,Laptops,Partner,49,2400.02,224.04,0.0933,48.98
21.02.2025,Central,D. Orlov,Monitors,Retail,25,35750,14880.57,0.4162,1430
01.02.2025,East,D. Orlov,Storage,Online,32,30365.44,10531.66,0.3468,948.92
15.10.2024,West,M. Ivanova,Storage,Retail,45,8109.9,1472.62,0.1816,180.22
25.04.2024,North,M. Ivanova,Monitors,Partner,6,2061.9,332.4,0.1612,343.65
04.01.2024,North,L. Chen,Monitors,Retail,49,17410.68,2723.25,0.1564,355.32
10.06.2025,West,R. Silva,Storage,Partner,53,26232.88,8617.47,0.3285,494.96
18.01.2025,West,A. Petrov,Peripherals,Online,18,3735.54,362.16,0.0969,207.53
26.07.2025,South,R. Silva,Networking,Online,7,4033.54,551.04,0.1366,576.22
12.01.2024,West,R. Silva,Peripherals,Partner,10,17824.4,3397.24,0.1906,1782.44
08.10.2024,North,A. Petrov,Peripherals,Partner,42,13576.92,3372.96,0.2484,323.26
28.09.2025,North,L. Chen,Monitors,Online,25,33570.75,10288.53,0.3065,1342.83
11.08.2024,East,S. Kim,Monitors,Partner,35,58973.25,5847.39,0.0992,1684.95
24.02.2025,North,D. Orlov,Storage,Online,10,13304.5,2688.33,0.2021,1330.45
29.06.2025,North,L. Chen,Laptops,Partner,59,30435.74,9978.69,0.3279,515.86
20.06.2024,North,A. Petrov,Peripherals,Retail,51,36446.13,12083.89,0.3316,714.63
20.01.2025,South,R. Silva,Monitors,Online,41,17850.99,6119.28,0.3428,435.39
10.03.2025,West,D. Orlov,Networking,Partner,7,626.92,193.54,0.3087,89.56
01.02.2024,North,D. Orlov,Laptops,Online,56,40603.36,12569.5,0.3096,725.06
31.08.2024,South,S. Kim,Networking,Retail,47,41541.89,9143.91,0.2201,883.87
01.02.2025,South,R. Silva,Peripherals,Partner,23,10707.19,4274.84,0.3992,465.53
03.08.2024,Central,R. Silva,Networking,Retail,15,24467.1,9373.48,0.3831,1631.14
02.12.2024,East,A. Petrov,Networking,Partner,9,9504.36,1995.74,0.21,1056.04
18.01.2024,East,L. Chen,Storage,Online,2,2435.58,895.8,0.3678,1217.79
31.08.2024,North,A. Petrov,Networking,Online,52,75986.56,31725.85,0.4175,1461.28
17.05.2024,West,S. Kim,Storage,Partner,7,7705.81,1188.18,0.1542,1100.83
23.04.2024,South,R. Silva,Laptops,Online,60,103114.2,30277.58,0.2936,1718.57
23.03.2024,South,R. Silva,Networking,Partner,42,40280.1,12381.87,0.3074,959.05
06.09.2025,West,A. Petrov,Networking,Partner,6,639.06,121.23,0.1897,106.51
08.09.2025,Central,S. Kim,Peripherals,Retail,2,2289.88,666.83,0.2912,1144.94
05.02.2025,South,S. Kim,Laptops,Partner,5,3302.7,806.43,0.2442,660.54
12.03.2025,West,M. Ivanova,Networking,Partner,45,76959,8801.98,0.1144,1710.2
21.05.2024,East,R. Silva,Monitors,Partner,2,3303.5,670.9,0.2031,1651.75
11.11.2024,North,M. Ivanova,Monitors,Retail,54,94372.02,32236.94,0.3416,1747.63
10.03.2024,Central,A. Petrov,Peripherals,Partner,38,15282.84,4602.55,0.3012,402.18
13.03.2024,North,D. Orlov,Laptops,Online,48,18499.2,5602.04,0.3028,385.4
29.04.2024,Central,L. Chen,Monitors,Partner,51,22530.78,6502.7,0.2886,441.78
31.05.2024,West,D. Orlov,Storage,Partner,41,32866.01,4176.64,0.1271,801.61
10.11.2024,North,D. Orlov,Storage,Retail,6,7474.62,1004.97,0.1345,1245.77
26.01.2025,South,L. Chen,Storage,Online,21,4345.32,1328.32,0.3057,206.92
18.09.2024,South,A. Petrov,Storage,Online,40,71744.8,8421.19,0.1174,1793.62
05.10.2024,East,D. Orlov,Networking,Partner,41,41510.45,10926.03,0.2632,1012.45
13.08.2025,North,R. Silva,Peripherals,Retail,32,21282.56,3244.64,0.1525,665.08
13.01.2025,South,S. Kim,Monitors,Online,1,1281.53,300.09,0.2342,1281.53
10.09.2024,South,L. Chen,Laptops,Retail,40,67303.2,9178.39,0.1364,1682.58
28.01.2024,South,D. Orlov,Peripherals,Partner,3,2745.54,988.12,0.3599,915.18
28.05.2024,South,A. Petrov,Networking,Retail,23,18168.39,5244.89,0.2887,789.93
26.01.2024,West,A. Petrov,Networking,Retail,57,89767.02,38798.71,0.4322,1574.86
02.03.2025,East,R. Silva,Laptops,Online,18,12353.94,3021.09,0.2445,686.33
16.07.2025,North,D. Orlov,Laptops,Online,23,33899.24,8197.7,0.2418,1473.88
19.03.2025,South,A. Petrov,Laptops,Partner,7,4333.63,516.95,0.1193,619.09
01.07.2025,East,D. Orlov,Storage,Partner,48,63821.28,17050.11,0.2672,1329.61
12.08.2024,North,M. Ivanova,Peripherals,Online,35,50231.65,11188.1,0.2227,1435.19
30.07.2025,Central,A. Petrov,Monitors,Partner,40,13971.2,1672.76,0.1197,349.28
26.05.2025,Central,D. Orlov,Peripherals,Partner,11,15357.87,3221.03,0.2097,1396.17
02.11.2024,South,M. Ivanova,Peripherals,Partner,21,17840.76,4975.19,0.2789,849.56
14.08.2025,South,M. Ivanova,Networking,Online,52,39847.08,6771.78,0.1699,766.29
16.08.2025,Central,D. Orlov,Laptops,Online,46,42629.58,17080.1,0.4007,926.73
29.09.2025,East,S. Kim,Laptops,Retail,23,11583.03,4179.02,0.3608,503.61
15.07.2024,North,R. Silva,Networking,Partner,52,13062.92,5472.31,0.4189,251.21
28.11.2024,Central,S. Kim,Peripherals,Online,38,60434.82,17194.42,0.2845,1590.39
06.04.2024,Central,A. Petrov,Peripherals,Online,5,6885.5,2284.16,0.3317,1377.1
19.08.2025,South,A. Petrov,Monitors,Retail,58,60887.82,12149.24,0.1995,1049.79
18.08.2025,Central,A. Petrov,Monitors,Online,58,18271.74,1792.04,0.0981,315.03
27.08.2025,Central,R. Silva,Networking,Online,59,59912.73,22884.94,0.382,1015.47
21.10.2024,South,M. Ivanova,Monitors,Retail,15,11688.45,3952.08,0.3381,779.23
16.06.2024,Central,L. Chen,Networking,Retail,30,53588.1,6429.45,0.12,1786.27
14.05.2025,West,A. Petrov,Networking,Partner,45,43996.5,5157.92,0.1172,977.7
22.09.2024,West,M. Ivanova,Monitors,Partner,41,58140.05,19771.41,0.3401,1418.05
10.07.2025,North,A. Petrov,Laptops,Partner,5,1764.2,257.74,0.1461,352.84
11.10.2024,East,L. Chen,Peripherals,Partner,38,35772.44,4253.31,0.1189,941.38
03.07.2024,West,A. Petrov,Storage,Online,59,12591.19,3124.04,0.2481,213.41
18.02.2025,North,S. Kim,Storage,Online,28,35286.44,15000.56,0.4251,1260.23
13.08.2025,North,R. Silva,Storage,Retail,47,69134.18,24493.81,0.3543,1470.94
29.06.2024,South,L. Chen,Monitors,Online,15,3398.85,913.06,0.2686,226.59
20.06.2024,East,M. Ivanova,Networking,Retail,18,7875,2427.77,0.3083,437.5
10.01.2025,Central,A. Petrov,Monitors,Online,25,20712.5,7515.79,0.3629,828.5
20.04.2024,South,R. Silva,Monitors,Partner,38,13260.1,4357.47,0.3286,348.95
13.04.2025,North,A. Petrov,Monitors,Online,53,38564.92,8675.23,0.225,727.64
21.06.2025,Central,M. Ivanova,Monitors,Partner,39,47100.69,9042.89,0.192,1207.71
27.05.2025,West,D. Orlov,Storage,Online,10,8559.5,1738.89,0.2032,855.95
18.08.2025,East,L. Chen,Storage,Retail,51,9904.2,4313.36,0.4355,194.2
11.03.2024,East,L. Chen,Storage,Partner,38,53326.54,8815.83,0.1653,1403.33
20.10.2024,North,L. Chen,Peripherals,Partner,52,22393.28,9643.21,0.4306,430.64
22.01.2024,North,S. Kim,Laptops,Partner,40,38826.4,16298.42,0.4198,970.66
05.05.2024,West,A. Petrov,Networking,Partner,32,10889.6,4024.5,0.3696,340.3
11.09.2024,East,A. Petrov,Peripherals,Online,44,64690.12,16717.56,0.2584,1470.23
16.04.2025,North,D. Orlov,Peripherals,Retail,33,1998.81,187.62,0.0939,60.57
01.09.2025,North,A. Petrov,Laptops,Partner,60,29065.2,12516.73,0.4306,484.42
28.09.2025,Central,R. Silva,Networking,Online,24,39437.28,12937.16,0.328,1643.22
12.07.2024,West,R. Silva,Monitors,Retail,13,17251.26,4486,0.26,1327.02
13.03.2024,West,A. Petrov,Monitors,Partner,28,15368.08,2349.53,0.1529,548.86
01.03.2024,Central,D. Orlov,Networking,Retail,19,26319.75,4197.91,0.1595,1385.25
07.02.2025,South,M. Ivanova,Storage,Partner,2,264.6,39.48,0.1492,132.3
14.05.2025,North,A. Petrov,Storage,Retail,13,11261.12,4821.67,0.4282,866.24
12.09.2025,East,S. Kim,Networking,Partner,49,58549.61,21112.51,0.3606,1194.89
15.04.2024,South,D. Orlov,Networking,Online,42,9750.3,1778.6,0.1824,232.15
01.01.2024,North,D. Orlov,Networking,Retail,18,5055.48,676.51,0.1338,280.86
19.12.2024,West,A. Petrov,Networking,Online,38,48052.14,14332.51,0.2983,1264.53
11.04.2024,East,M. Ivanova,Peripherals,Online,10,4132.9,1784.76,0.4318,413.29
29.05.2024,South,A. Petrov,Peripherals,Partner,43,70827.45,19672.27,0.2777,1647.15
22.11.2024,East,R. Silva,Monitors,Partner,25,11400,3272.83,0.2871,456
23.07.2024,East,D. Orlov,Storage,Online,49,72156.91,24505.36,0.3396,1472.59
07.04.2025,West,L. Chen,Laptops,Retail,56,60763.36,15744.03,0.2591,1085.06
05.08.2024,West,D. Orlov,Monitors,Partner,34,43909.3,13081.72,0.2979,1291.45
11.09.2025,North,M. Ivanova,Peripherals,Online,35,42921.9,17645.44,0.4111,1226.34
16.07.2025,Central,R. Silva,Peripherals,Retail,39,1687.92,665.12,0.394,43.28
03.07.2024,East,M. Ivanova,Peripherals,Retail,12,15832.8,2384.96,0.1506,1319.4
30.08.2025,East,A. Petrov,Peripherals,Partner,24,21764.88,6262.53,0.2877,906.87
27.07.2024,East,A. Petrov,Storage,Partner,38,8905.3,1572.79,0.1766,234.35
21.04.2025,East,A. Petrov,Storage,Partner,46,14400.76,5324.09,0.3697,313.06
17.01.2025,South,L. Chen,Monitors,Retail,20,20070.6,5121.52,0.2552,1003.53
02.06.2025,East,R. Silva,Peripherals,Online,45,75779.55,7483.42,0.0988,1683.99
06.08.2025,Central,D. Orlov,Peripherals,Retail,49,82329.8,9111.96,0.1107,1680.2
19.05.2025,Central,R. Silva,Peripherals,Partner,48,9503.04,2687.78,0.2828,197.98
05.02.2025,Central,D. Orlov,Laptops,Retail,28,30877.28,11442.45,0.3706,1102.76
24.02.2024,South,S. Kim,Networking,Partner,37,48566.94,8870.56,0.1826,1312.62
23.02.2025,West,L. Chen,Storage,Retail,5,4761.4,1914.07,0.402,952.28
15.03.2025,North,R. Silva,Laptops,Online,29,31927.26,5964.33,0.1868,1100.94
15.01.2025,Central,R. Silva,Laptops,Retail,25,30552,10834.44,0.3546,1222.08
08.06.2025,South,R. Silva,Storage,Online,59,57662.47,9719.56,0.1686,977.33
09.05.2025,North,D. Orlov,Networking,Online,43,5877.24,1474.01,0.2508,136.68
18.01.2025,North,L. Chen,Peripherals,Partner,16,26039.2,10894.87,0.4184,1627.45
27.04.2025,Central,M. Ivanova,Storage,Partner,20,1345.4,333.57,0.2479,67.27
10.05.2025,West,L. Chen,Storage,Online,57,26921.1,8748.76,0.325,472.3
19.09.2024,West,L. Chen,Peripherals,Partner,54,56262.06,18584.06,0.3303,1041.89
14.05.2025,North,D. Orlov,Monitors,Online,6,8451.72,1048.87,0.1241,1408.62
10.02.2025,North,D. Orlov,Peripherals,Retail,8,9931.52,2920.59,0.2941,1241.44
29.06.2025,West,L. Chen,Monitors,Partner,39,68368.95,19355.95,0.2831,1753.05
19.08.2025,North,L. Chen,Networking,Partner,2,840.92,252.86,0.3007,420.46
24.04.2024,West,A. Petrov,Monitors,Online,43,51589.68,16329.72,0.3165,1199.76
12.03.2024,North,M. Ivanova,Peripherals,Partner,33,50908.77,9059.96,0.178,1542.69
07.02.2024,East,L. Chen,Monitors,Online,15,20512.5,2412.58,0.1176,1367.5
20.09.2025,West,M. Ivanova,Laptops,Online,8,10160.96,1781.96,0.1754,1270.12
19.01.2024,South,M. Ivanova,Storage,Partner,60,72997.2,15001.44,0.2055,1216.62
08.01.2025,South,S. Kim,Laptops,Online,13,4310.67,1661.42,0.3854,331.59
06.05.2025,East,D. Orlov,Networking,Retail,30,44457.3,6332.7,0.1424,1481.91
29.04.2025,Central,D. Orlov,Networking,Partner,28,1232,366.6,0.2976,44
08.12.2024,North,S. Kim,Networking,Partner,12,5954.52,1274.22,0.214,496.21
22.11.2024,West,M. Ivanova,Peripherals,Retail,37,61330.46,19023.8,0.3102,1657.58
08.11.2024,West,S. Kim,Monitors,Online,20,25656.6,4719.74,0.184,1282.83
12.11.2024,North,M. Ivanova,Networking,Partner,6,7811.22,1321.27,0.1691,1301.87
23.05.2025,West,M. Ivanova,Networking,Retail,8,9379.12,914.1,0.0975,1172.39
07.04.2025,North,R. Silva,Peripherals,Retail,54,26464.32,10229.19,0.3865,490.08
24.06.2025,Central,M. Ivanova,Storage,Retail,34,36501.72,4149.03,0.1137,1073.58
24.03.2025,Central,L. Chen,Monitors,Retail,57,80798.07,16563.37,0.205,1417.51
11.09.2025,North,L. Chen,Peripherals,Partner,44,40441.72,13229.19,0.3271,919.13
12.01.2024,East,A. Petrov,Peripherals,Partner,11,3690.17,913.08,0.2474,335.47
27.07.2024,East,L. Chen,Storage,Online,41,57289.71,5646.47,0.0986,1397.31
05.12.2024,Central,L. Chen,Storage,Retail,18,5064.84,1475.05,0.2912,281.38
08.11.2024,East,D. Orlov,Peripherals,Partner,15,22082.7,9018.33,0.4084,1472.18
08.10.2024,South,S. Kim,Laptops,Partner,50,8906,2735.25,0.3071,178.12
28.01.2024,South,R. Silva,Peripherals,Online,57,39043.86,16905.18,0.433,684.98
09.11.2024,West,M. Ivanova,Storage,Online,47,33513.35,14407.79,0.4299,713.05
16.02.2024,West,L. Chen,Peripherals,Retail,11,18549.19,2407.06,0.1298,1686.29
22.01.2025,East,R. Silva,Storage,Online,34,21008.6,3135.08,0.1492,617.9
20.02.2024,West,A. Petrov,Networking,Retail,5,3403.15,1378.52,0.4051,680.63
14.05.2024,South,M. Ivanova,Monitors,Retail,59,100198.52,32434.06,0.3237,1698.28
06.04.2024,North,D. Orlov,Laptops,Online,39,58598.67,10437.36,0.1781,1502.53
19.04.2024,West,S. Kim,Storage,Online,51,3967.8,1052.68,0.2653,77.8
18.01.2024,South,S. Kim,Peripherals,Partner,37,27702.64,2464.96,0.089,748.72
13.09.2025,East,D. Orlov,Laptops,Online,35,55802.95,14833.76,0.2658,1594.37
11.09.2025,Central,D. Orlov,Monitors,Partner,39,33450.69,5840.14,0.1746,857.71
16.01.2024,West,D. Orlov,Laptops,Retail,37,20867.63,3912.93,0.1875,563.99
23.11.2024,North,R. Silva,Monitors,Online,2,3259.7,569.66,0.1748,1629.85
20.12.2024,West,S. Kim,Networking,Retail,15,13633.95,1640.94,0.1204,908.93
20.04.2025,West,A. Petrov,Laptops,Partner,2,1935.48,718.24,0.3711,967.74
27.05.2025,North,A. Petrov,Networking,Online,35,7858.55,3189.95,0.4059,224.53
07.08.2024,North,R. Silva,Storage,Retail,10,17728.6,6863.2,0.3871,1772.86
05.03.2025,North,M. Ivanova,Networking,Retail,36,41100.12,4870.84,0.1185,1141.67
31.07.2025,South,L. Chen,Peripherals,Online,3,2279.79,529.99,0.2325,759.93
04.05.2025,Central,M. Ivanova,Networking,Online,35,7566.65,1859.58,0.2458,216.19
31.03.2024,East,A. Petrov,Networking,Retail,8,6645.76,1147.25,0.1726,830.72
25.02.2024,East,S. Kim,Networking,Partner,29,45327.87,4772.36,0.1053,1563.03
26.12.2024,North,S. Kim,Networking,Retail,49,37708.93,10150.01,0.2692,769.57
17.07.2024,East,S. Kim,Laptops,Retail,54,96083.28,19150.6,0.1993,1779.32
31.05.2025,East,M. Ivanova,Monitors,Retail,38,10627.46,1029.88,0.0969,279.67
06.08.2025,South,D. Orlov,Laptops,Online,39,15760.29,5629.61,0.3572,404.11
18.08.2024,East,D. Orlov,Storage,Online,37,16984.85,6334.06,0.3729,459.05
07.01.2024,Central,A. Petrov,Peripherals,Online,22,34635.92,11228.27,0.3242,1574.36
16.06.2024,East,M. Ivanova,Monitors,Partner,1,1348.74,380.5,0.2821,1348.74
30.04.2024,West,D. Orlov,Laptops,Online,40,33278.8,5392.53,0.162,831.97
04.01.2024,East,L. Chen,Peripherals,Partner,38,40609.08,13647.12,0.3361,1068.66
06.06.2025,North,L. Chen,Monitors,Online,24,16362.72,2016.65,0.1232,681.78
01.07.2024,North,S. Kim,Peripherals,Online,40,37562.4,5982.65,0.1593,939.06
05.08.2025,East,A. Petrov,Monitors,Retail,12,978.24,290.72,0.2972,81.52
25.05.2025,West,A. Petrov,Laptops,Retail,19,17318.5,7079.81,0.4088,911.5
04.08.2025,West,S. Kim,Storage,Online,44,22144.32,4097.09,0.185,503.28
21.05.2025,East,R. Silva,Monitors,Retail,31,5664.32,1044.46,0.1844,182.72
08.02.2025,North,A. Petrov,Storage,Online,19,14053.16,5706.86,0.4061,739.64
09.05.2024,West,R. Silva,Monitors,Online,49,13838.58,2427.76,0.1754,282.42
17.02.2025,East,R. Silva,Laptops,Online,28,21398.44,4185.49,0.1956,764.23
14.08.2025,North,S. Kim,Storage,Partner,58,28690.86,11803.69,0.4114,494.67
27.12.2024,North,M. Ivanova,Monitors,Retail,1,1782.74,329.11,0.1846,1782.74
18.09.2024,East,D. Orlov,Peripherals,Retail,37,4423.35,1010.02,0.2283,119.55
22.05.2024,Central,R. Silva,Laptops,Online,30,46290.9,15756.24,0.3404,1543.03
13.07.2024,West,D. Orlov,Laptops,Retail,33,51592.86,14972.03,0.2902,1563.42
22.10.2024,East,A. Petrov,Peripherals,Retail,23,11463.66,1841.08,0.1606,498.42
22.04.2025,West,S. Kim,Networking,Online,46,7710.06,1089.98,0.1414,167.61
17.02.2024,Central,M. Ivanova,Laptops,Partner,58,94320.18,10101.11,0.1071,1626.21
06.08.2025,East,S. Kim,Storage,Retail,25,36495.25,10906.31,0.2988,1459.81
14.09.2024,East,M. Ivanova,Storage,Online,18,32068.98,13069.31,0.4075,1781.61
05.07.2025,East,R. Silva,Networking,Online,28,10117.8,2094.03,0.207,361.35
04.04.2025,East,M. Ivanova,Storage,Online,4,273.08,37.09,0.1358,68.27
04.01.2025,South,L. Chen,Monitors,Retail,44,52784.16,20071.03,0.3802,1199.64
